playlist,taste,sex_target,interaction_index,UWE,BWE
False,False,female,0.18247395508205363,0.1702127659574468,0.02127659574468085
False,False,female,0.2804896646379504,0.3125,0.0
False,False,female,0.2641091030047677,0.4,0.0375
False,False,female,0.14298574851460466,0.12903225806451613,0.0
False,False,female,0.2560468212581826,0.2328767123287671,0.0
False,False,female,0.3783595986547708,0.4631578947368421,0.0
False,False,female,0.3259830893312346,0.30303030303030304,0.0
False,False,female,0.284492707276039,0.3188405797101449,0.0
False,False,female,0.16527292078455222,0.2553191489361702,0.02127659574468085
False,False,female,0.28255629262823506,0.27722772277227725,0.0
False,True,female,0.7170403276185188,0.366120218579235,0.00546448087431694
False,True,female,0.5617161349463187,0.4689655172413793,0.006896551724137931
False,True,female,0.7555833680990126,0.6,0.0
False,True,female,0.23073828482645728,0.39655172413793105,0.0
False,True,female,0.6451195052649172,0.5217391304347826,0.018633540372670808
False,True,female,0.6478552799511681,0.43333333333333335,0.02666666666666667
False,True,female,0.6530479085974484,0.4114285714285714,0.0
False,True,female,0.5497214600482249,0.4728682170542636,0.0
False,True,female,0.6747417814304754,0.6107784431137725,0.011976047904191617
False,True,female,0.7875533794216244,0.5913978494623656,0.005376344086021506
False,False,male,0.3004887910383694,0.0975609756097561,0.18292682926829268
False,False,male,0.3258204713879757,0.08235294117647059,0.2
False,False,male,0.243802624120339,0.0425531914893617,0.02127659574468085
False,False,male,0.20393599513186828,0.0,0.06521739130434782
False,False,male,0.15026372987415723,0.0,0.03333333333333333
False,False,male,0.19618177127483138,0.05,0.2833333333333333
False,False,male,0.11998523031477891,0.0,0.1891891891891892
False,False,male,0.18989511714069787,0.09615384615384616,0.057692307692307696
False,False,male,0.2863142190111757,0.0,0.016
False,False,male,0.19611283014697756,0.010752688172043012,0.0
False,False,male,0.2371696363057413,0.109375,0.140625
False,False,male,0.18933843933843933,0.009900990099009901,0.019801980198019802
False,False,male,0.16199158485273493,0.022727272727272728,0.0
False,False,male,0.19699961249607884,0.030303030303030304,0.0
False,False,male,0.1354301095092364,0.0,0.047619047619047616
False,False,male,0.1687753552044162,0.0,0.0
False,False,male,0.17873799472781904,0.0,0.0
False,False,male,0.16327959465684017,0.0,0.0
False,False,male,0.1808861087463449,0.0,0.0
False,True,male,0.2297749854695414,0.06756756756756757,0.02702702702702703
False,True,male,0.2994959007312209,0.10975609756097561,0.024390243902439025
False,True,male,0.18436514661147613,0.1111111111111111,0.06666666666666667
False,True,male,0.14155175278285428,0.0,0.0
False,True,male,0.16002600924158158,0.1111111111111111,0.0
False,True,male,0.15168973997623586,0.0,0.0
False,True,male,0.17457114026236126,0.044444444444444446,0.022222222222222223
False,True,male,0.18035980766042115,0.0,0.0
False,True,male,0.1871332078396634,0.037037037037037035,0.07407407407407407
False,True,male,0.18288124044712079,0.046875,0.0625
False,True,male,0.13959783449342614,0.04878048780487805,0.04878048780487805
False,True,male,0.18516608971053988,0.05172413793103448,0.05172413793103448
False,True,male,0.15447513812154695,0.022727272727272728,0.022727272727272728
False,True,male,0.1615415776681152,0.03225806451612903,0.08064516129032258
False,True,male,0.19920362791726579,0.0,0.15555555555555556
False,True,male,0.14034796712005604,0.0,0.02127659574468085
False,True,male,0.12869279961666757,0.0,0.046511627906976744
False,True,male,0.11688335604581783,0.024390243902439025,0.024390243902439025
False,True,male,0.10326857563760243,0.0,0.022222222222222223
False,True,male,0.15021269543119165,0.0,0.08888888888888889
True,False,female,0.1778422960278127,0.11363636363636363,0.022727272727272728
True,False,female,0.2520447337673176,0.2835820895522388,0.0
True,False,female,0.2563069669011862,0.10606060606060606,0.0
True,False,female,0.10334667556148544,0.03333333333333333,0.0
True,False,female,0.25817920565912605,0.15873015873015872,0.047619047619047616
True,False,female,0.29432270916334663,0.20652173913043478,0.010869565217391304
True,False,female,0.27614267525326147,0.25333333333333335,0.013333333333333334
True,False,female,0.35362885381324677,0.14,0.01
True,False,female,0.38019469744459605,0.4,0.009523809523809525
True,True,female,0.7220304568527919,0.5625,0.0
True,True,female,0.6639732258422396,0.25882352941176473,0.0
True,True,female,0.8108022565210106,0.6684210526315789,0.005263157894736842
True,True,female,0.7564941132498598,0.5798816568047337,0.011834319526627219
True,True,female,0.6803882133697438,0.5142857142857142,0.005714285714285714
True,True,female,0.6195136472733361,0.40718562874251496,0.017964071856287425
True,True,female,0.7802640081233269,0.46994535519125685,0.0
True,True,female,0.6442723542675489,0.4934210526315789,0.0
True,True,female,0.5518578710201669,0.45588235294117646,0.007352941176470588
True,True,female,0.7033941379115604,0.5449438202247191,0.011235955056179775
True,False,male,0.3229817104406939,0.10476190476190476,0.2857142857142857
True,False,male,0.25291683390309055,0.01639344262295082,0.21311475409836064
True,False,male,0.3069695792161652,0.021739130434782608,0.21739130434782608
True,False,male,0.4067744888617638,0.13761467889908258,0.045871559633027525
True,False,male,0.3209262244954689,0.2073170731707317,0.0975609756097561
True,False,male,0.2989216311368614,0.07777777777777778,0.08888888888888889
True,False,male,0.2019880881311694,0.045454545454545456,0.022727272727272728
True,False,male,0.2636936050075224,0.014492753623188406,0.2753623188405797
True,False,male,0.20920177383592017,0.06779661016949153,0.06779661016949153
True,False,male,0.3040272053523574,0.029411764705882353,0.20588235294117646
True,False,male,0.36650177663206296,0.03571428571428571,0.2857142857142857
True,False,male,0.22172623173538136,0.034482758620689655,0.1896551724137931
True,False,male,0.3988694943129207,0.04838709677419355,0.23387096774193547
True,False,male,0.5200717743281589,,
True,False,male,0.20392062670903852,0.04918032786885246,0.29508196721311475
True,False,male,0.4958503121612023,0.08547008547008547,0.3504273504273504
True,False,male,0.2700623277663726,0.02631578947368421,0.06578947368421052
True,False,male,0.33725307491613865,0.10869565217391304,0.2391304347826087
True,False,male,0.3062087820737812,0.06097560975609756,0.25609756097560976
True,False,male,0.33570491379151035,0.030303030303030304,0.25252525252525254
True,True,male,0.19467247212823785,0.11627906976744186,0.06976744186046512
True,True,male,0.23157529974357197,0.04,0.06
True,True,male,0.27264522936798846,0.015151515151515152,0.15151515151515152
True,True,male,0.20163076582313527,0.125,0.08333333333333333
True,True,male,0.16777203937803747,0.046511627906976744,0.023255813953488372
True,True,male,0.22735020565457442,0.03571428571428571,0.14285714285714285
True,True,male,0.17921622867680959,0.020833333333333332,0.3333333333333333
True,True,male,0.2395791028244416,0.041666666666666664,0.10416666666666667
True,True,male,0.2018470386550904,0.0,0.12195121951219512
True,True,male,0.25969056729329565,0.140625,0.265625
True,True,male,0.23024518130123328,0.018867924528301886,0.16981132075471697
True,True,male,0.2057544638726987,0.021739130434782608,0.2826086956521739
True,True,male,0.2445049853589829,0.016129032258064516,0.20967741935483872
True,True,male,0.248803650257818,0.06153846153846154,0.2153846153846154
True,True,male,0.2108892586430024,0.05454545454545454,0.18181818181818182
True,True,male,0.4310995027655176,0.020618556701030927,0.041237113402061855
True,True,male,0.3257701454565566,0.03614457831325301,0.08433734939759036
True,True,male,0.19749350577571437,0.0,0.09803921568627451
True,True,male,0.1901902639382609,0.0,0.14583333333333334
True,True,male,0.1595540814446287,0.029411764705882353,0.20588235294117646
